"Country";"Region";"Year";"Birth Rate";"Business Tax Rate";"CO2 Emissions";"Days to Start Business";"Ease of Business";"Energy Usage";"GDP";"Health Exp % GDP";"Health Exp/Capita";"Hours to do Tax";"Infant Mortality Rate";"Internet Usage";"Lending Interest";"Life Expectancy Female";"Life Expectancy Male";"Mobile Phone Usage";"Number of Records";"Population 0-14";"Population 15-64";"Population 65+";"Population Total";"Population Urban";"Tourism Inbound";"Tourism Outbound";"id"
"Slovenia";"Europe";"12/1/2011";"0.01";"33.90%";"13248.9";"6";"";"7249.00";"50250147802.00";"0.09";"2171.00";"260.00";"0.003";"0.70";"";"83";"77";"1.10";"1.00";"0.141";"0.69";"0.17";"2052843.00";"0.50";"2953000000.00";"1315000000.00";2417
"Spain";"Europe";"12/1/2011";"0.01";"38.70%";"270480";"28";"";"125570.00";"1454534452554.00";"0.09";"2978.00";"187.00";"0.004";"0.70";"";"86";"80";"1.10";"1.00";"0.151";"0.68";"0.17";"46742697.00";"0.79";"67698000000.00";"23583000000.00";2418
"Sweden";"Europe";"12/1/2011";"0.01";"52.00%";"43246.7";"16";"";"49045.00";"536000581090.00";"0.10";"5419.00";"122.00";"0.002";"0.90";"";"84";"80";"1.20";"1.00";"0.166";"0.65";"0.19";"9449213.00";"0.85";"12777000000.00";"17187000000.00";2419
"Switzerland";"Europe";"12/1/2011";"0.01";"28.90%";"34257.4";"18";"";"25375.00";"658867317929.00";"0.11";"9248.00";"63.00";"0.004";"0.90";"0.027";"85";"81";"1.30";"1.00";"0.149";"0.68";"0.17";"7912398.00";"0.74";"20640000000.00";"16612000000.00";2420
"Turkey";"Europe";"12/1/2011";"0.02";"40.00%";"208077";"6";"";"112459.00";"774754155294.00";"0.06";"644.00";"226.00";"0.019";"0.40";"";"78";"71";"0.90";"1.00";"0.264";"0.67";"0.07";"73058638.00";"0.71";"30093000000.00";"5372000000.00";2421
"Ukraine";"Europe";"12/1/2011";"0.01";"57.10%";"271885";"24";"";"126438.00";"163421733019.00";"0.07";"262.00";"657.00";"0.010";"0.30";"0.159";"76";"66";"1.20";"1.00";"0.140";"0.70";"0.16";"45706100.00";"0.69";"5406000000.00";"4829000000.00";2422
"United Kingdom";"Europe";"12/1/2011";"0.01";"36.10%";"447017";"12";"";"188074.00";"2462484285580.00";"0.09";"3659.00";"110.00";"0.004";"0.90";"0.005";"83";"79";"1.20";"1.00";"0.175";"0.66";"0.17";"63258918.00";"0.82";"45940000000.00";"64627000000.00";2423
"Bahrain";"Middle East";"12/1/2011";"0.02";"13.50%";"16617";"9";"";"9506.00";"29044378668.00";"0.04";"766.00";"36.00";"0.006";"0.80";"0.068";"77";"76";"1.30";"1.00";"0.198";"0.78";"0.02";"1292764.00";"0.89";"1766000000.00";"899000000.00";2424
"Iran, Islamic Rep.";"Middle East";"12/1/2011";"0.02";"44.10%";"406056";"11";"";"212145.00";"528426099489.00";"0.07";"483.00";"344.00";"0.016";"0.20";"0.110";"75";"72";"0.70";"1.00";"0.236";"0.71";"0.05";"75424285.00";"0.71";"2574000000.00";"10881000000.00";2425
"Iraq";"Middle East";"12/1/2011";"0.03";"27.80%";"80243";"32";"";"40220.00";"191176927521.00";"0.03";"160.00";"312.00";"0.029";"0.10";"0.136";"73";"65";"0.80";"1.00";"0.409";"0.56";"0.03";"31760020.00";"0.69";"1557000000.00";"1879000000.00";2426
"Israel";"Middle East";"12/1/2011";"0.02";"30.20%";"55475.2";"20";"";"23254.00";"258216783343.00";"0.08";"2373.00";"235.00";"0.003";"0.70";"0.060";"84";"80";"1.20";"1.00";"0.273";"0.62";"0.11";"7765800.00";"0.92";"6029000000.00";"4937000000.00";2427
"Jordan";"Middle East";"12/1/2011";"0.03";"27.70%";"16249.8";"12";"";"7064.00";"28840197019.00";"0.09";"386.00";"151.00";"0.017";"0.30";"0.087";"75";"72";"1.10";"1.00";"0.346";"0.62";"0.03";"6181000.00";"0.83";"3860000000.00";"1280000000.00";2428
"Kuwait";"Middle East";"12/1/2011";"0.02";"10.70%";"58794.1";"32";"";"32523.00";"160600006232.00";"0.03";"1349.00";"98.00";"0.009";"0.70";"0.052";"75";"73";"1.60";"1.00";"0.251";"0.73";"0.02";"3124705.00";"0.98";"644000000.00";"9179000000.00";2429
"Lebanon";"Middle East";"12/1/2011";"0.01";"30.20%";"14334.5";"9";"";"6349.00";"40078938640.00";"0.07";"646.00";"180.00";"0.009";"0.50";"0.075";"82";"77";"0.80";"1.00";"0.227";"0.69";"0.09";"4382790.00";"0.87";"6797000000.00";"4440000000.00";2430
"Oman";"Middle East";"12/1/2011";"0.02";"22.00%";"29280.6";"8";"";"25276.00";"69971912138.00";"0.02";"610.00";"62.00";"0.010";"0.50";"0.062";"79";"74";"1.60";"1.00";"0.257";"0.72";"0.03";"3024774.00";"0.76";"1612000000.00";"1982000000.00";2431
"Qatar";"Middle East";"12/1/2011";"0.01";"11.30%";"42664";"9";"";"33285.00";"169804731108.00";"0.02";"1738.00";"36.00";"0.007";"0.70";"0.055";"79";"77";"1.20";"1.00";"0.134";"0.86";"0.01";"1910902.00";"0.99";"4463000000.00";"7813000000.00";2432
"Saudi Arabia";"Middle East";"12/1/2011";"0.02";"14.50%";"321640";"21";"";"187070.00";"669506666667.00";"0.04";"721.00";"79.00";"0.014";"0.50";"";"77";"74";"1.90";"1.00";"0.302";"0.67";"0.03";"27761728.00";"0.82";"9317000000.00";"18202000000.00";2433
"Syrian Arab Republic";"Middle East";"12/1/2011";"0.03";"39.70%";"45971";"13";"";"19986.00";"";"0.03";"102.00";"336.00";"0.013";"0.20";"";"78";"72";"0.60";"1.00";"0.355";"0.61";"0.04";"21961676.00";"0.56";"";"";2434
"United Arab Emirates";"Middle East";"12/1/2011";"0.02";"14.10%";"106717";"13";"";"66108.00";"348594945288.00";"0.03";"1375.00";"12.00";"0.007";"0.80";"";"78";"76";"1.30";"1.00";"0.140";"0.86";"0.00";"8925096.00";"0.84";"";"";2435
"Yemen, Rep.";"Middle East";"12/1/2011";"0.03";"32.70%";"16346.9";"12";"";"7260.00";"29207296703.00";"0.05";"63.00";"248.00";"0.044";"0.10";"0.250";"64";"61";"0.50";"1.00";"0.413";"0.56";"0.03";"23304206.00";"0.32";"780000000.00";"258000000.00";2436
"Australia";"Oceania";"12/1/2011";"0.01";"47.30%";"304434";"3";"";"122888.00";"1386889147177.00";"0.09";"6114.00";"109.00";"0.004";"0.80";"0.077";"84";"80";"1.00";"1.00";"0.189";"0.67";"0.14";"22340000.00";"0.89";"34207000000.00";"33328000000.00";2438
"Fiji";"Oceania";"12/1/2011";"0.02";"38.30%";"919.538";"45";"";"";"3753485389.00";"0.04";"167.00";"163.00";"0.020";"0.30";"0.075";"73";"67";"0.80";"1.00";"0.289";"0.66";"0.05";"867921.00";"0.52";"933000000.00";"115000000.00";2439
"French Polynesia";"Oceania";"12/1/2011";"0.02";"";"681.769";"0";"";"";"";"";"";"";"";"0.50";"";"78";"74";"0.80";"1.00";"0.233";"0.70";"0.07";"270874.00";"0.56";"384000000.00";"168000000.00";2440
"Kiribati";"Oceania";"12/1/2011";"0.02";"31.80%";"40.2308";"31";"";"";"172253739.00";"0.11";"181.00";"120.00";"0.047";"0.10";"";"71";"65";"0.10";"1.00";"0.330";"0.63";"0.04";"99250.00";"0.44";"";"";2442
"Marshall Islands";"Oceania";"12/1/2011";"0.00923077";"64.80%";"76.4615";"17";"";"";"170700000.00";"0.16";"567.00";"128.00";"0.032";"0.10";"";"";"";"";"1.00";"";"";"";"52495.00";"0.72";"";"";2443
"Micronesia, Fed. Sts.";"Oceania";"12/1/2011";"0.02";"59.00%";"105.615";"16";"";"";"310287519.00";"0.14";"412.00";"128.00";"0.032";"0.20";"0.144";"70";"68";"0.30";"1.00";"0.364";"0.60";"0.04";"103424.00";"0.22";"26000000.00";"8000000.00";2444
"New Caledonia";"Oceania";"12/1/2011";"0.02";"";"2350";"0";"";"";"";"";"";"";"";"0.50";"";"79";"73";"0.90";"1.00";"0.231";"0.67";"0.10";"254000.00";"0.68";"153000000.00";"176000000.00";2445
"New Zealand";"Oceania";"12/1/2011";"0.01";"34.40%";"28351.2";"1";"";"18167.00";"163841041662.00";"0.10";"3715.00";"172.00";"0.005";"0.80";"0.061";"83";"79";"1.10";"1.00";"0.204";"0.66";"0.13";"4405200.00";"0.86";"5546000000.00";"3462000000.00";2446
"Papua New Guinea";"Oceania";"12/1/2011";"0.03";"42.10%";"3225.85";"51";"";"";"12393604089.00";"0.04";"74.00";"194.00";"0.050";"0.00";"0.108";"64";"60";"0.30";"1.00";"0.387";"0.58";"0.03";"7012977.00";"0.13";"3500000.00";"";2447
"Samoa";"Oceania";"12/1/2011";"0.03";"18.90%";"129.923";"9";"";"";"631791993.00";"0.07";"245.00";"224.00";"0.016";"0.10";"0.100";"76";"70";"";"1.00";"0.381";"0.57";"0.05";"187429.00";"0.20";"135000000.00";"22200000.00";2448
"Solomon Islands";"Oceania";"12/1/2011";"0.03";"26.20%";"155.769";"42";"";"";"868574141.00";"0.08";"124.00";"80.00";"0.026";"0.10";"0.132";"69";"66";"0.50";"1.00";"0.406";"0.56";"0.03";"537997.00";"0.21";"86700000.00";"66000000.00";2449
"Tonga";"Oceania";"12/1/2011";"0.03";"25.40%";"133.692";"16";"";"";"423038017.00";"0.05";"219.00";"164.00";"0.011";"0.30";"0.114";"75";"69";"0.50";"1.00";"0.374";"0.57";"0.06";"104554.00";"0.23";"";"";2450
"Vanuatu";"Oceania";"12/1/2011";"0.03";"8.40%";"70.2308";"35";"";"";"785745262.00";"0.04";"125.00";"120.00";"0.015";"0.10";"0.055";"73";"69";"0.60";"1.00";"0.378";"0.58";"0.04";"241778.00";"0.25";"252000000.00";"39000000.00";2451
"Antigua and Barbuda";"The Americas";"12/1/2011";"0.02";"41.00%";"353.769";"21";"";"";"1127037037.00";"0.06";"703.00";"207.00";"0.008";"0.50";"0.109";"78";"73";"2.00";"1.00";"0.258";"0.67";"0.07";"88152.00";"0.26";"312000000.00";"50000000.00";2452
"Argentina";"The Americas";"12/1/2011";"0.02";"107.70%";"134776";"25";"";"80112.00";"557727273773.00";"0.08";"866.00";"415.00";"0.013";"0.50";"0.141";"80";"72";"1.50";"1.00";"0.246";"0.65";"0.11";"40728738.00";"0.91";"6060000000.00";"7477000000.00";2453
"Aruba";"The Americas";"12/1/2011";"0.01";"";"1926.92";"0";"";"";"2584463687.00";"";"";"";"";"0.70";"0.097";"78";"73";"";"1.00";"0.204";"0.69";"0.11";"101932.00";"0.43";"1360000000.00";"289000000.00";2454
"Bahamas, The";"The Americas";"12/1/2011";"0.02";"46.60%";"1375";"24";"";"";"7872584000.00";"0.08";"1622.00";"58.00";"0.011";"0.70";"0.051";"78";"72";"0.80";"1.00";"0.220";"0.71";"0.07";"366331.00";"0.83";"2223000000.00";"347000000.00";2455
"Barbados";"The Americas";"12/1/2011";"0.01";"41.10%";"1162.46";"18";"";"";"4368900000.00";"0.07";"935.00";"245.00";"0.014";"0.70";"0.087";"77";"73";"1.20";"1.00";"0.191";"0.70";"0.11";"281804.00";"0.32";"";"";2456
"Belize";"The Americas";"12/1/2011";"0.02";"33.20%";"383.462";"44";"";"";"1489000000.00";"0.06";"264.00";"147.00";"0.015";"0.20";"0.134";"77";"71";"0.70";"1.00";"0.349";"0.61";"0.04";"316280.00";"0.45";"248000000.00";"37000000.00";2457
"Bermuda";"The Americas";"12/1/2011";"0.01";"";"423.769";"0";"";"";"5550771000.00";"";"";"";"";"0.90";"";"82";"77";"";"1.00";"";"";"";"64564.00";"1.00";"472000000.00";"413000000.00";2458
"Bolivia";"The Americas";"12/1/2011";"0.03";"80.00%";"10804.4";"49";"";"7704.00";"23948541156.00";"0.05";"115.00";"1080.00";"0.033";"0.30";"0.109";"69";"65";"0.80";"1.00";"0.356";"0.60";"0.05";"10324445.00";"0.67";"499000000.00";"410000000.00";2459
"Brazil";"The Americas";"12/1/2011";"0.02";"66.30%";"299223";"119";"";"270028.00";"2476694763271.00";"0.09";"1119.00";"2600.00";"0.014";"0.50";"0.439";"77";"70";"1.20";"1.00";"0.250";"0.68";"0.07";"196935134.00";"0.85";"6830000000.00";"25070000000.00";2460
"Canada";"The Americas";"12/1/2011";"0.01";"26.10%";"455156";"5";"";"251845.00";"1778632046933.00";"0.11";"5656.00";"131.00";"0.005";"0.80";"0.030";"83";"79";"0.80";"1.00";"0.164";"0.69";"0.15";"34342780.00";"0.81";"19989000000.00";"41234000000.00";2461
"Cayman Islands";"The Americas";"12/1/2011";"0.02";"";"446.769";"0";"";"";"";"";"";"";"";"0.70";"";"";"";"1.70";"1.00";"";"";"";"56601.00";"1.00";"472000000.00";"145000000.00";2462
"Chile";"The Americas";"12/1/2011";"0.01";"24.50%";"53074.1";"8";"";"33574.00";"251162316598.00";"0.07";"1022.00";"316.00";"0.007";"0.50";"0.090";"82";"76";"1.30";"1.00";"0.217";"0.69";"0.09";"17308449.00";"0.89";"2751000000.00";"2047000000.00";2463
"Colombia";"The Americas";"12/1/2011";"0.02";"76.40%";"52511.2";"14";"";"31613.00";"335415156702.00";"0.07";"466.00";"193.00";"0.015";"0.40";"0.112";"77";"70";"1.00";"1.00";"0.284";"0.66";"0.06";"47078792.00";"0.75";"2992000000.00";"2842000000.00";2464
"Costa Rica";"The Americas";"12/1/2011";"0.02";"55.30%";"6034.77";"60";"";"4655.00";"41237296807.00";"0.10";"883.00";"246.00";"0.009";"0.40";"0.161";"82";"77";"0.90";"1.00";"0.244";"0.69";"0.07";"4737680.00";"0.73";"2375000000.00";"522000000.00";2465
"Cuba";"The Americas";"12/1/2011";"0.01";"";"23610.1";"0";"";"11187.00";"68233900000.00";"0.11";"648.00";"";"0.006";"0.20";"";"81";"77";"0.10";"1.00";"0.169";"0.70";"0.13";"11276053.00";"0.77";"2503000000.00";"";2466
"Dominica";"The Americas";"12/1/2011";"0.00384615";"37.10%";"100.769";"12";"";"";"491481481.00";"0.06";"402.00";"117.00";"0.011";"0.50";"0.088";"";"";"1.50";"1.00";"";"";"";"71401.00";"0.68";"113000000.00";"12000000.00";2468
"Dominican Republic";"The Americas";"12/1/2011";"0.02";"41.20%";"17431.2";"19";"";"7382.00";"55433248935.00";"0.05";"293.00";"324.00";"0.025";"0.40";"0.156";"76";"70";"0.90";"1.00";"0.308";"0.63";"0.06";"10147598.00";"0.75";"4436000000.00";"545000000.00";2469
"Ecuador";"The Americas";"12/1/2011";"0.02";"35.30%";"23645.7";"56";"";"12942.00";"76769729000.00";"0.07";"362.00";"654.00";"0.020";"0.30";"";"79";"73";"1.00";"1.00";"0.306";"0.63";"0.06";"15246481.00";"0.63";"849000000.00";"917000000.00";2470
"El Salvador";"The Americas";"12/1/2011";"0.02";"34.80%";"5393.77";"17";"";"4319.00";"23139000000.00";"0.07";"252.00";"320.00";"0.015";"0.20";"";"77";"67";"1.30";"1.00";"0.313";"0.62";"0.07";"6256242.00";"0.65";"729000000.00";"244000000.00";2471
"Greenland";"The Americas";"12/1/2011";"0.01";"";"492.769";"0";"";"";"";"";"";"";"";"0.60";"";"";"";"1.00";"1.00";"";"";"";"56890.00";"0.85";"";"";2472
"Grenada";"The Americas";"12/1/2011";"0.02";"45.30%";"189.923";"15";"";"";"778518505.00";"0.07";"481.00";"140.00";"0.011";"0.30";"0.107";"75";"70";"1.20";"1.00";"0.272";"0.66";"0.07";"105074.00";"0.36";"117000000.00";"10000000.00";2473
"Guatemala";"The Americas";"12/1/2011";"0.03";"40.90%";"9675.38";"37";"";"10163.00";"47654789735.00";"0.07";"215.00";"344.00";"0.028";"0.10";"0.134";"75";"68";"1.30";"1.00";"0.412";"0.54";"0.05";"14706578.00";"0.50";"1350000000.00";"935000000.00";2474
"Guyana";"The Americas";"12/1/2011";"0.02";"35.90%";"1314.15";"20";"";"";"2576602497.00";"0.07";"221.00";"263.00";"0.032";"0.30";"0.145";"69";"63";"0.70";"1.00";"0.373";"0.60";"0.03";"790882.00";"0.28";"95000000.00";"79000000.00";2475
"Haiti";"The Americas";"12/1/2011";"0.03";"40.40%";"1682.69";"105";"";"3211.00";"7516834160.00";"0.09";"62.00";"184.00";"0.057";"0.10";"0.116";"64";"61";"0.40";"1.00";"0.358";"0.60";"0.05";"10032864.00";"0.54";"162000000.00";"458000000.00";2476
"Honduras";"The Americas";"12/1/2011";"0.03";"43.60%";"6073.69";"14";"";"4740.00";"17710325578.00";"0.08";"187.00";"224.00";"0.020";"0.20";"0.186";"76";"71";"1.00";"1.00";"0.362";"0.59";"0.04";"7776669.00";"0.52";"642000000.00";"446000000.00";2477
"Jamaica";"The Americas";"12/1/2011";"0.02";"44.30%";"8963.54";"7";"";"3066.00";"14433926129.00";"0.05";"273.00";"414.00";"0.015";"0.40";"0.195";"76";"71";"1.10";"1.00";"0.284";"0.64";"0.08";"2699838.00";"0.54";"2055000000.00";"213000000.00";2478
"Mexico";"The Americas";"12/1/2011";"0.02";"52.70%";"359845";"6";"";"186171.00";"1170085556896.00";"0.06";"609.00";"347.00";"0.014";"0.40";"0.049";"79";"75";"0.80";"1.00";"0.295";"0.64";"0.06";"119361233.00";"0.78";"12458000000.00";"9704000000.00";2479
"Nicaragua";"The Americas";"12/1/2011";"0.02";"66.90%";"3646.92";"39";"";"3038.00";"9898547558.00";"0.08";"124.00";"207.00";"0.021";"0.10";"0.105";"77";"71";"0.80";"1.00";"0.339";"0.62";"0.05";"5905146.00";"0.58";"378000000.00";"380000000.00";2480
"Panama";"The Americas";"12/1/2011";"0.02";"43.60%";"5985.15";"8";"";"4058.00";"33270500000.00";"0.08";"664.00";"482.00";"0.016";"0.40";"0.069";"80";"74";"1.80";"1.00";"0.290";"0.64";"0.07";"3740282.00";"0.65";"2925000000.00";"665000000.00";2481
"Paraguay";"The Americas";"12/1/2011";"0.02";"35.00%";"3497.46";"35";"";"4858.00";"25071193102.00";"0.09";"352.00";"387.00";"0.020";"0.20";"0.174";"74";"70";"1.00";"1.00";"0.331";"0.62";"0.05";"6573097.00";"0.59";"281000000.00";"309000000.00";2482
"Peru";"The Americas";"12/1/2011";"0.02";"36.60%";"31119";"25";"";"20582.00";"170563949736.00";"0.05";"283.00";"309.00";"0.014";"0.40";"0.187";"77";"72";"1.10";"1.00";"0.296";"0.64";"0.06";"29614887.00";"0.77";"2912000000.00";"1764000000.00";2483
"Puerto Rico";"The Americas";"12/1/2011";"0.01";"63.10%";"0";"6";"";"";"100351670000.00";"";"";"218.00";"";"0.50";"";"82";"75";"0.80";"1.00";"0.201";"0.67";"0.13";"3686580.00";"0.94";"3143000000.00";"1196000000.00";2484
"St. Kitts and Nevis";"The Americas";"12/1/2011";"0.00307692";"52.50%";"185.231";"19";"";"";"728148148.00";"0.06";"820.00";"203.00";"0.008";"0.80";"0.094";"";"";"1.50";"1.00";"";"";"";"52971.00";"0.32";"94000000.00";"14000000.00";2486
"St. Lucia";"The Americas";"12/1/2011";"0.02";"34.40%";"310.538";"15";"";"";"1295925926.00";"0.08";"513.00";"92.00";"0.013";"0.50";"0.100";"77";"72";"1.20";"1.00";"0.248";"0.67";"0.09";"179271.00";"0.19";"321000000.00";"48000000.00";2487
"St. Vincent and the Grenadines";"The Americas";"12/1/2011";"0.02";"38.70%";"163.692";"10";"";"";"677037037.00";"0.05";"310.00";"111.00";"0.018";"0.40";"0.091";"74";"70";"1.20";"1.00";"0.261";"0.67";"0.07";"109357.00";"0.49";"92000000.00";"13000000.00";2489
"Suriname";"The Americas";"12/1/2011";"0.02";"27.90%";"1979.69";"694";"";"";"4363219094.00";"0.06";"490.00";"199.00";"0.022";"0.30";"0.118";"74";"67";"1.00";"1.00";"0.283";"0.65";"0.07";"529761.00";"0.66";"69000000.00";"49000000.00";2490
"Trinidad and Tobago";"The Americas";"12/1/2011";"0.02";"29.10%";"29516.3";"41";"";"20918.00";"23676348287.00";"0.05";"935.00";"210.00";"0.020";"0.60";"0.080";"73";"66";"1.40";"1.00";"0.207";"0.71";"0.09";"1333082.00";"0.09";"650000000.00";"192000000.00";2491
"Turks and Caicos Islands";"The Americas";"12/1/2011";"0";"";"95.1538";"0";"";"";"";"";"";"";"";"";"";"";"";"";"1.00";"";"";"";"31726.00";"0.91";"";"";2492
"United States";"The Americas";"12/1/2011";"0.01";"46.50%";"4787140";"5";"";"2191193.00";"15533800000000.00";"0.18";"8467.00";"187.00";"0.006";"0.70";"0.033";"81";"76";"0.90";"1.00";"0.197";"0.67";"0.13";"311582564.00";"0.81";"184536000000.00";"117327000000.00";2493
"Uruguay";"The Americas";"12/1/2011";"0.02";"41.90%";"5116.54";"7";"";"4430.00";"47236710623.00";"0.09";"1213.00";"336.00";"0.010";"0.50";"0.098";"80";"73";"1.40";"1.00";"0.223";"0.64";"0.14";"3383486.00";"0.95";"2401000000.00";"797000000.00";2494
"Venezuela, RB";"The Americas";"12/1/2011";"0.02";"62.80%";"152439";"141";"";"70198.00";"316482176579.00";"0.05";"487.00";"864.00";"0.014";"0.40";"0.172";"77";"71";"1.00";"1.00";"0.291";"0.65";"0.06";"29500625.00";"0.89";"805000000.00";"2922000000.00";2495
"Algeria";"Africa";"12/1/2012";"0.03";"71.90%";"87016.5";"25";"151";"";"204331017992.00";"0.05";"279.00";"451.00";"0.022";"0.20";"0.080";"73";"69";"1.00";"1.00";"0.274";"0.68";"0.05";"38481705.00";"0.69";"295000000.00";"559000000.00";2497
"Angola";"Africa";"12/1/2012";"0.05";"52.10%";"16247.9";"66";"178";"";"115332111283.00";"0.04";"190.00";"282.00";"0.104";"0.20";"0.167";"53";"50";"0.60";"1.00";"0.476";"0.50";"0.02";"20820525.00";"0.42";"711000000.00";"292000000.00";2498
"Benin";"Africa";"12/1/2012";"0.04";"65.90%";"2727.08";"26";"175";"";"7543183759.00";"0.05";"33.00";"270.00";"0.058";"0.00";"";"61";"58";"0.80";"1.00";"0.430";"0.54";"0.03";"10050702.00";"0.43";"192000000.00";"";2499
"Botswana";"Africa";"12/1/2012";"0.02";"25.40%";"3869.85";"60";"65";"";"14537490553.00";"0.05";"384.00";"152.00";"0.037";"0.10";"0.110";"46";"48";"1.50";"1.00";"0.338";"0.63";"0.04";"2003910.00";"0.57";"30000000.00";"100000000.00";2500
"Burkina Faso";"Africa";"12/1/2012";"0.04";"43.50%";"1107.92";"13";"154";"";"10726305450.00";"0.06";"38.00";"270.00";"0.066";"0.00";"";"56";"55";"0.60";"1.00";"0.457";"0.52";"0.02";"16460141.00";"0.27";"";"";2501
"Burundi";"Africa";"12/1/2012";"0.05";"51.60%";"182.231";"8";"157";"";"2472384813.00";"0.08";"20.00";"274.00";"0.057";"0.00";"0.143";"56";"52";"0.20";"1.00";"0.442";"0.53";"0.02";"9849569.00";"0.11";"2700000.00";"41000000.00";2502
"Cameroon";"Africa";"12/1/2012";"0.04";"48.80%";"3910.38";"15";"162";"";"26472637887.00";"0.05";"59.00";"654.00";"0.062";"0.10";"";"56";"54";"0.60";"1.00";"0.431";"0.54";"0.03";"21699631.00";"0.53";"377000000.00";"668000000.00";2503
"Central African Republic";"Africa";"12/1/2012";"0.03";"67.40%";"201.308";"22";"187";"";"2169706411.00";"0.04";"18.00";"483.00";"0.098";"0.00";"";"51";"48";"0.30";"1.00";"0.401";"0.56";"0.04";"4525209.00";"0.39";"";"";2504
"Chad";"Africa";"12/1/2012";"0.05";"75.70%";"305.231";"62";"189";"";"12887072082.00";"0.03";"25.00";"732.00";"0.090";"0.00";"";"52";"50";"0.40";"1.00";"0.485";"0.49";"0.02";"12448175.00";"0.22";"";"";2505
"Comoros";"Africa";"12/1/2012";"0.04";"217.90%";"92.8462";"20";"160";"";"595898770.00";"0.05";"38.00";"100.00";"0.059";"0.10";"0.105";"62";"59";"0.40";"1.00";"0.422";"0.55";"0.03";"717503.00";"0.28";"";"";2506
"Congo, Dem. Rep.";"Africa";"12/1/2012";"0.04";"339.10%";"1862.92";"58";"183";"";"27452795398.00";"0.06";"15.00";"336.00";"0.088";"0.00";"0.284";"51";"48";"0.30";"1.00";"0.451";"0.52";"0.03";"65705093.00";"0.41";"6900000.00";"108000000.00";2507
"Congo, Rep.";"Africa";"12/1/2012";"0.04";"64.90%";"1115.62";"161";"186";"";"13677929162.00";"0.03";"100.00";"606.00";"0.037";"0.10";"";"60";"57";"1.00";"1.00";"0.424";"0.54";"0.03";"4337051.00";"0.64";"";"";2508
"Cote d'Ivoire";"Africa";"12/1/2012";"0.04";"39.40%";"5781.92";"32";"173";"";"24680372724.00";"0.07";"88.00";"270.00";"0.073";"0.00";"";"51";"50";"0.90";"1.00";"0.415";"0.55";"0.03";"19839750.00";"0.52";"";"";2509
"Djibouti";"Africa";"12/1/2012";"0.03";"37.80%";"392.077";"37";"172";"";"1353632942.00";"0.09";"129.00";"82.00";"0.059";"0.10";"";"63";"60";"0.20";"1.00";"0.337";"0.62";"0.04";"859652.00";"0.77";"20500000.00";"29600000.00";2510
"Egypt, Arab Rep.";"Africa";"12/1/2012";"0.02";"42.60%";"140807";"8";"127";"";"262831912587.00";"0.05";"152.00";"392.00";"0.019";"0.40";"0.120";"73";"69";"1.20";"1.00";"0.312";"0.63";"0.06";"80721874.00";"0.43";"10823000000.00";"3037000000.00";2511
"Equatorial Guinea";"Africa";"12/1/2012";"0.04";"44.10%";"3679.08";"135";"164";"";"16486743747.00";"0.05";"1138.00";"492.00";"0.071";"0.10";"";"54";"51";"0.70";"1.00";"0.390";"0.58";"0.03";"736296.00";"0.40";"";"";2512
"Eritrea";"Africa";"12/1/2012";"0.04";"84.50%";"514.385";"84";"185";"";"3091967480.00";"0.03";"15.00";"216.00";"0.037";"0.00";"";"65";"60";"0.10";"1.00";"0.431";"0.55";"0.02";"6130922.00";"0.21";"";"";2513
"Ethiopia";"Africa";"12/1/2012";"0.03";"32.50%";"4671";"15";"124";"";"42805215879.00";"0.04";"18.00";"306.00";"0.046";"0.00";"";"65";"61";"0.20";"1.00";"0.433";"0.53";"0.03";"91728849.00";"0.18";"1980000000.00";"181000000.00";2514
"Gabon";"Africa";"12/1/2012";"0.03";"43.50%";"1410.08";"57";"169";"";"17843815459.00";"0.04";"397.00";"488.00";"0.040";"0.10";"";"64";"62";"1.80";"1.00";"0.385";"0.56";"0.05";"1632572.00";"0.86";"";"";2515
"Gambia, The";"Africa";"12/1/2012";"0.04";"283.20%";"298.923";"27";"148";"";"914109100.00";"0.05";"26.00";"376.00";"0.050";"0.10";"0.280";"60";"57";"0.90";"1.00";"0.459";"0.52";"0.02";"1791225.00";"0.58";"99000000.00";"8000000.00";2516
"Ghana";"Africa";"12/1/2012";"0.03";"33.40%";"6647.77";"12";"62";"";"41740897827.00";"0.05";"83.00";"224.00";"0.053";"0.10";"";"62";"60";"1.00";"1.00";"0.386";"0.58";"0.04";"25366462.00";"0.52";"1154000000.00";"979000000.00";2517
"Guinea";"Africa";"12/1/2012";"0.04";"91.20%";"1064.31";"35";"179";"";"5651088170.00";"0.06";"32.00";"416.00";"0.067";"0.00";"";"57";"55";"0.50";"1.00";"0.425";"0.54";"0.03";"11451273.00";"0.36";"1700000.00";"41000000.00";2518
